X1,X2,y
-0.2744301288649498,0.2000839650325546,0
-0.33716731965696356,1.0190648235278277,1
-0.8125444932366113,0.5573360009922561,0
-0.10102817138780229,-1.1735502780443858,1
-0.3323974141143529,-0.4277544795766628,0
0.7114595643389696,1.100632410106586,1
-0.5962866969074634,0.2933123398637447,0
0.8342975269746016,-0.12151646830561269,1
0.21143792366454606,0.5997790615141373,0
-0.9162135614196583,1.1795216024659867,1
0.21161518042692684,-0.5777379117112085,0
-1.1706986966226405,-0.7236872270484689,1
0.3599330794192035,-0.23512491364337726,0
-0.6156596713362366,0.9938390866937092,1
-0.6595251758855429,0.28779961959537725,0
0.910886235866341,-0.9748579706855156,1
-0.15489499867303413,-0.36988775934956386,0
-0.9614108502653265,-0.5319889321786835,1
0.38829342347584656,-0.26148382155828753,0
-1.1164751370950372,0.30820847529717454,1
-0.20429463770012668,0.33829517870028375,0
-1.0048763541547183,0.8643255256346798,1
-0.3135680289716687,0.24059733751619938,0
-0.8409983489601986,1.0189993672347037,1
0.2256850952929663,0.1454150688222331,0
0.8435977001330959,0.6218726737486422,1
-0.5727770719907828,-0.3613786145192206,0
-0.7657114018614763,0.9211035829318949,1
0.08230196971871573,-0.2977971462247285,0
1.0698289027600425,-0.34341991534994376,1
-0.41271026453153137,0.7215016673142856,0
0.9970452683425355,-0.06714790011391059,1
0.2935441544350945,0.2811826260014311,0
-0.07892155862070083,0.9521904662185596,1
0.3760548762431106,-0.7875233751586903,0
-0.8035928353545404,-0.4521110264754846,1
-0.7459006452776895,0.5624824192639284,0
1.0975798182425176,0.6263932911643599,1
-0.3033301413874381,0.2746319990941488,0
0.18823347262500945,1.1051951089523422,1
-0.285494170652562,-0.2643544693605979,0
-1.0196502797328544,-0.49475199800218705,1
-0.5016105323856037,-0.0007007144210569027,0
0.9131921659576697,0.4772237890705009,1
-0.31699209594982997,0.7965593879355224,0
0.7131144135539726,0.8772592865031935,1
0.5199807876479692,-0.30603388664176756,0
-0.3187020040172521,1.0347127920478434,1
0.44010865448370406,0.311834449097354,0
0.9550215299916944,-0.9466164017610728,1
-0.32580755132785066,0.4626229007680711,0
0.8262204242800357,0.9714084673154937,1
-0.3652470863475774,-0.24424684780847797,0
0.8149338107986471,-0.5586607140691873,1
-0.27137560313018483,0.4320412016426938,0
-0.9962526072225705,-0.2827470393312306,1
-0.28431098414878286,-0.05401146268718171,0
-0.4942238913338852,-0.8330264487014168,1
0.06903762801752023,0.3277420622142004,0
-0.17077052415870386,-1.1544291857304116,1
-0.523069693723013,0.47310094486720017,0
0.913688216501602,-0.9800750063077193,1
0.7672770995210543,-0.38272390346821095,0
1.1849303444213524,-0.2731776969086126,1
-0.02296419065259081,0.4005392591322291,0
1.1739496287222655,0.43723372946103445,1
-0.54184498916962,-0.891214940581591,0
0.7635026470839885,1.1820240913234095,1
0.45637748241001136,-0.6901528973631417,0
1.0563995584394401,0.1566918860859987,1
0.33346160915749135,-0.6233551459685827,0
0.37356098601775134,1.1037366869011453,1
0.43594495152481105,-0.42291086705596687,0
0.9007150675513254,-0.27387443951010115,1
0.5885561695279498,-0.7337341196741962,0
-0.8066334566675544,0.8897937483077321,1
-0.8721044079673597,-0.5113407341195333,0
-0.9619098046759265,0.45109242378355807,1
-0.5096391477033859,0.8453437028715312,0
0.9926346578663641,-0.5768843213247734,1
-0.24468055999044355,0.9623870605875608,0
-0.16941444136119532,-0.8213037153557308,1
-0.5359768913691263,-0.4246122469261168,0
0.3574900929232532,-1.0628082263672556,1
0.5441734641527952,-0.899490256923065,0
-0.8756100677386556,0.8695646673721211,1
0.9743160522690943,0.43473314845425304,0
-0.9492084997883183,0.9431227825650811,1
-0.5830032967502522,0.9625695738050741,0
-0.923567730800968,-0.7690085388301982,1
0.6275566694422796,-0.37941783635346216,0
1.1882408475384802,-0.6420276938251508,1
